,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
74,0 days 00:37:17.817000,HAM,44,,7.0,3.0,0 days 00:35:35.192000,,,0 days 00:00:42.394000,0 days 00:00:37.307000,,0 days 00:36:40.590000,0 days 00:37:17.818000,248.0,265.0,224.0,263.0,False,SOFT,7.0,False,Mercedes,0 days 00:30:47.964000,2022-11-19 14:20:17.116,1,,False,,False,False
75,0 days 00:38:43.589000,HAM,44,85.772,8.0,3.0,,,0 days 00:00:17.579000,0 days 00:00:37.169000,0 days 00:00:31.024000,0 days 00:37:35.396000,0 days 00:38:12.565000,0 days 00:38:43.589000,286.0,315.0,218.0,316.0,True,SOFT,8.0,False,Mercedes,0 days 00:37:17.817000,2022-11-19 14:26:46.969,1,,False,,False,True
76,0 days 00:40:23.205000,HAM,44,99.616,9.0,3.0,,0 days 00:40:22.119000,0 days 00:00:18.560000,0 days 00:00:41.149000,0 days 00:00:39.907000,0 days 00:39:02.149000,0 days 00:39:43.298000,0 days 00:40:23.205000,263.0,247.0,,275.0,False,SOFT,9.0,False,Mercedes,0 days 00:38:43.589000,2022-11-19 14:28:12.741,1,,False,,False,False
77,0 days 00:44:00.438000,HAM,44,,10.0,4.0,0 days 00:42:13.915000,,,0 days 00:00:46.173000,0 days 00:00:36.398000,,0 days 00:43:24.110000,0 days 00:44:00.623000,245.0,235.0,225.0,258.0,False,SOFT,1.0,True,Mercedes,0 days 00:40:23.205000,2022-11-19 14:29:52.357,1,,False,,False,False
78,0 days 00:45:25.212000,HAM,44,84.774,11.0,4.0,,,0 days 00:00:17.422000,0 days 00:00:36.610000,0 days 00:00:30.742000,0 days 00:44:17.860000,0 days 00:44:54.470000,0 days 00:45:25.212000,286.0,314.0,217.0,317.0,True,SOFT,2.0,True,Mercedes,0 days 00:44:00.438000,2022-11-19 14:33:29.590,1,,False,,False,True
79,0 days 00:47:36.942000,HAM,44,131.73,12.0,4.0,,,0 days 00:00:24.722000,0 days 00:00:53.144000,0 days 00:00:53.864000,0 days 00:45:49.934000,0 days 00:46:43.078000,0 days 00:47:36.942000,235.0,192.0,139.0,160.0,False,SOFT,3.0,True,Mercedes,0 days 00:45:25.212000,2022-11-19 14:34:54.364,1,,False,,False,True
80,0 days 00:49:47.954000,HAM,44,131.012,13.0,4.0,,,0 days 00:00:29.886000,0 days 00:00:56.512000,0 days 00:00:44.614000,0 days 00:48:06.828000,0 days 00:49:03.340000,0 days 00:49:47.954000,185.0,111.0,224.0,164.0,False,SOFT,4.0,True,Mercedes,0 days 00:47:36.942000,2022-11-19 14:37:06.094,1,,False,,False,True
81,0 days 00:51:12.929000,HAM,44,84.975,14.0,4.0,,,0 days 00:00:17.436000,0 days 00:00:36.699000,0 days 00:00:30.840000,0 days 00:50:05.390000,0 days 00:50:42.089000,0 days 00:51:12.929000,287.0,319.0,217.0,318.0,False,SOFT,5.0,True,Mercedes,0 days 00:49:47.954000,2022-11-19 14:39:17.106,1,,False,,False,True
82,0 days 00:52:52.355000,HAM,44,99.426,15.0,4.0,,0 days 00:52:51.256000,0 days 00:00:18.628000,0 days 00:00:40.958000,0 days 00:00:39.840000,0 days 00:51:31.557000,0 days 00:52:12.515000,0 days 00:52:52.355000,260.0,273.0,,267.0,False,SOFT,6.0,True,Mercedes,0 days 00:51:12.929000,2022-11-19 14:40:42.081,1,,False,,False,False
83,0 days 01:00:14.470000,HAM,44,,16.0,5.0,0 days 00:58:33.954000,,,0 days 00:00:41.750000,0 days 00:00:35.600000,,0 days 00:59:38.884000,0 days 01:00:14.471000,248.0,269.0,225.0,268.0,False,SOFT,1.0,True,Mercedes,0 days 00:52:52.355000,2022-11-19 14:42:21.507,1,,False,,False,False
84,0 days 01:01:39.148000,HAM,44,84.678,17.0,5.0,,,0 days 00:00:17.339000,0 days 00:00:36.591000,0 days 00:00:30.748000,0 days 01:00:31.809000,0 days 01:01:08.400000,0 days 01:01:39.148000,287.0,316.0,219.0,317.0,True,SOFT,2.0,True,Mercedes,0 days 01:00:14.470000,2022-11-19 14:49:43.622,1,,False,,False,True
85,0 days 01:03:24.536000,HAM,44,105.388,18.0,5.0,,0 days 01:03:23.394000,0 days 00:00:19.854000,0 days 00:00:48.184000,0 days 00:00:37.350000,0 days 01:01:59.002000,0 days 01:02:47.186000,0 days 01:03:24.536000,255.0,228.0,,270.0,False,SOFT,3.0,True,Mercedes,0 days 01:01:39.148000,2022-11-19 14:51:08.300,1,,False,,False,False
86,0 days 01:09:32.617000,HAM,44,,19.0,6.0,0 days 01:07:46.905000,,,0 days 00:00:44.789000,0 days 00:00:36.513000,,0 days 01:08:56.114000,0 days 01:09:32.813000,245.0,244.0,225.0,259.0,False,SOFT,1.0,True,Mercedes,0 days 01:03:24.536000,2022-11-19 14:52:53.688,1,,False,,False,False
87,0 days 01:10:57.125000,HAM,44,84.508,20.0,6.0,,,0 days 00:00:17.220000,0 days 00:00:36.471000,0 days 00:00:30.817000,0 days 01:09:49.837000,0 days 01:10:26.308000,0 days 01:10:57.125000,287.0,315.0,220.0,318.0,True,SOFT,2.0,True,Mercedes,0 days 01:09:32.617000,2022-11-19 14:59:01.769,1,,False,,False,True
88,0 days 01:12:51.157000,HAM,44,114.032,21.0,6.0,,0 days 01:12:47.853000,0 days 00:00:20.847000,0 days 00:00:45.262000,0 days 00:00:47.923000,0 days 01:11:17.972000,0 days 01:12:03.234000,0 days 01:12:51.157000,228.0,194.0,,248.0,False,SOFT,3.0,True,Mercedes,0 days 01:10:57.125000,2022-11-19 15:00:26.277,1,,False,,False,False
89,0 days 00:18:06.168000,RUS,63,,1.0,1.0,0 days 00:16:13.931000,,,0 days 00:00:49.391000,0 days 00:00:42.667000,,0 days 00:17:23.539000,0 days 00:18:06.168000,253.0,182.0,224.0,266.0,False,SOFT,1.0,True,Mercedes,0 days 00:16:13.931000,2022-11-19 14:05:43.083,1,,False,,False,False
90,0 days 00:19:31.713000,RUS,63,85.545,2.0,1.0,,,0 days 00:00:17.584000,0 days 00:00:36.713000,0 days 00:00:31.248000,0 days 00:18:23.752000,0 days 00:19:00.465000,0 days 00:19:31.713000,284.0,316.0,218.0,317.0,True,SOFT,2.0,True,Mercedes,0 days 00:18:06.168000,2022-11-19 14:07:35.320,2,,False,,False,True
91,0 days 00:21:34.042000,RUS,63,122.329,3.0,1.0,,0 days 00:21:33.046000,0 days 00:00:25.981000,0 days 00:00:47.862000,0 days 00:00:48.486000,0 days 00:19:57.694000,0 days 00:20:45.556000,0 days 00:21:34.042000,220.0,247.0,,248.0,False,SOFT,3.0,True,Mercedes,0 days 00:19:31.713000,2022-11-19 14:09:00.865,1,,False,,False,False
92,0 days 00:27:50.004000,RUS,63,,4.0,2.0,0 days 00:25:05.773000,,,0 days 00:00:45.103000,0 days 00:01:18.266000,,0 days 00:26:31.773000,0 days 00:27:50.159000,258.0,251.0,219.0,187.0,False,SOFT,4.0,False,Mercedes,0 days 00:21:34.042000,2022-11-19 14:11:03.194,1,,False,,False,False
93,0 days 00:29:15.560000,RUS,63,85.556,5.0,2.0,,,0 days 00:00:17.778000,0 days 00:00:36.785000,0 days 00:00:30.993000,0 days 00:28:07.782000,0 days 00:28:44.567000,0 days 00:29:15.560000,284.0,319.0,218.0,323.0,False,SOFT,5.0,False,Mercedes,0 days 00:27:50.004000,2022-11-19 14:17:19.156,1,,False,,False,True
94,0 days 00:31:11.941000,RUS,63,116.381,6.0,2.0,,0 days 00:31:10.678000,0 days 00:00:24.629000,0 days 00:00:47.809000,0 days 00:00:43.943000,0 days 00:29:40.189000,0 days 00:30:27.998000,0 days 00:31:11.941000,235.0,218.0,,209.0,False,SOFT,6.0,False,Mercedes,0 days 00:29:15.560000,2022-11-19 14:18:44.712,1,,False,,False,False
95,0 days 00:37:35.746000,RUS,63,,7.0,3.0,0 days 00:35:39.906000,,,0 days 00:00:45.034000,0 days 00:00:46.422000,,0 days 00:36:49.391000,0 days 00:37:35.795000,258.0,186.0,223.0,265.0,False,SOFT,7.0,False,Mercedes,0 days 00:31:11.941000,2022-11-19 14:20:41.093,1,,False,,False,False
96,0 days 00:39:01.109000,RUS,63,85.363,8.0,3.0,,,0 days 00:00:17.718000,0 days 00:00:36.787000,0 days 00:00:30.858000,0 days 00:37:53.464000,0 days 00:38:30.251000,0 days 00:39:01.109000,283.0,316.0,220.0,319.0,True,SOFT,8.0,False,Mercedes,0 days 00:37:35.746000,2022-11-19 14:27:04.898,1,,False,,False,True
97,0 days 00:40:44.450000,RUS,63,103.341,9.0,3.0,,0 days 00:40:43.113000,0 days 00:00:20.169000,0 days 00:00:44.614000,0 days 00:00:38.558000,0 days 00:39:21.278000,0 days 00:40:05.892000,0 days 00:40:44.450000,236.0,209.0,,266.0,False,SOFT,9.0,False,Mercedes,0 days 00:39:01.109000,2022-11-19 14:28:30.261,1,,False,,False,False
98,0 days 00:44:51.752000,RUS,63,,10.0,4.0,0 days 00:43:09.918000,,,0 days 00:00:41.662000,0 days 00:00:40.228000,,0 days 00:44:11.551000,0 days 00:44:51.924000,262.0,261.0,223.0,291.0,False,SOFT,1.0,True,Mercedes,0 days 00:40:44.450000,2022-11-19 14:30:13.602,1,,False,,False,False
99,0 days 00:46:16.692000,RUS,63,84.94,11.0,4.0,,,0 days 00:00:17.538000,0 days 00:00:36.598000,0 days 00:00:30.804000,0 days 00:45:09.290000,0 days 00:45:45.888000,0 days 00:46:16.692000,285.0,316.0,218.0,319.0,True,SOFT,2.0,True,Mercedes,0 days 00:44:51.752000,2022-11-19 14:34:20.904,1,,False,,False,True
100,0 days 00:48:28.710000,RUS,63,132.018,12.0,4.0,,,0 days 00:00:24.070000,0 days 00:00:53.040000,0 days 00:00:54.908000,0 days 00:46:40.762000,0 days 00:47:33.802000,0 days 00:48:28.710000,227.0,197.0,223.0,134.0,False,SOFT,3.0,True,Mercedes,0 days 00:46:16.692000,2022-11-19 14:35:45.844,1,,False,,False,True
101,0 days 00:49:53.730000,RUS,63,85.02,13.0,4.0,,,0 days 00:00:17.526000,0 days 00:00:36.667000,0 days 00:00:30.827000,0 days 00:48:46.236000,0 days 00:49:22.903000,0 days 00:49:53.730000,285.0,317.0,219.0,320.0,False,SOFT,4.0,True,Mercedes,0 days 00:48:28.710000,2022-11-19 14:37:57.862,1,,False,,False,True
102,0 days 00:51:45.586000,RUS,63,111.856,14.0,4.0,,0 days 00:51:44.443000,0 days 00:00:23.089000,0 days 00:00:43.956000,0 days 00:00:44.811000,0 days 00:50:16.819000,0 days 00:51:00.775000,0 days 00:51:45.586000,215.0,208.0,,271.0,False,SOFT,5.0,True,Mercedes,0 days 00:49:53.730000,2022-11-19 14:39:22.882,1,,False,,False,False
103,0 days 01:00:19.576000,RUS,63,,15.0,5.0,0 days 00:58:37.145000,,,0 days 00:00:43.692000,0 days 00:00:38.167000,,0 days 00:59:41.413000,0 days 01:00:19.585000,254.0,238.0,225.0,251.0,False,SOFT,1.0,True,Mercedes,0 days 00:51:45.586000,2022-11-19 14:41:14.738,1,,False,,False,False
104,0 days 01:01:44.270000,RUS,63,84.694,16.0,5.0,,,0 days 00:00:17.398000,0 days 00:00:36.436000,0 days 00:00:30.860000,0 days 01:00:36.974000,0 days 01:01:13.410000,0 days 01:01:44.270000,286.0,319.0,218.0,323.0,True,SOFT,2.0,True,Mercedes,0 days 01:00:19.576000,2022-11-19 14:49:48.728,1,,False,,False,True
105,0 days 01:03:38.190000,RUS,63,113.92,17.0,5.0,,0 days 01:03:37.062000,0 days 00:00:22.672000,0 days 00:00:49.846000,0 days 00:00:41.402000,0 days 01:02:06.942000,0 days 01:02:56.788000,0 days 01:03:38.190000,174.0,209.0,,209.0,False,SOFT,3.0,True,Mercedes,0 days 01:01:44.270000,2022-11-19 14:51:13.422,1,,False,,False,False
106,0 days 01:09:37.149000,RUS,63,,18.0,6.0,0 days 01:07:48.381000,,,0 days 00:00:45.682000,0 days 00:00:38.506000,,0 days 01:08:58.643000,0 days 01:09:37.322000,224.0,211.0,225.0,254.0,False,SOFT,1.0,True,Mercedes,0 days 01:03:38.190000,2022-11-19 14:53:07.342,1,,False,,False,False
107,0 days 01:11:01.660000,RUS,63,84.511,19.0,6.0,,,0 days 00:00:17.390000,0 days 00:00:36.510000,0 days 00:00:30.611000,0 days 01:09:54.539000,0 days 01:10:31.049000,0 days 01:11:01.660000,286.0,319.0,220.0,322.0,True,SOFT,2.0,True,Mercedes,0 days 01:09:37.149000,2022-11-19 14:59:06.301,1,,False,,False,True
108,0 days 01:12:57.153000,RUS,63,115.493,20.0,6.0,,0 days 01:12:55.014000,0 days 00:00:23.209000,0 days 00:00:48.241000,0 days 00:00:44.043000,0 days 01:11:24.869000,0 days 01:12:13.110000,0 days 01:12:57.153000,194.0,209.0,,209.0,False,SOFT,3.0,True,Mercedes,0 days 01:11:01.660000,2022-11-19 15:00:30.812,1,,False,,False,False
109,0 days 00:17:15.669000,NOR,4,,1.0,1.0,0 days 00:15:19.900000,,,0 days 00:00:46.311000,0 days 00:00:38.650000,,0 days 00:16:37.085000,0 days 00:17:15.669000,234.0,271.0,224.0,291.0,False,SOFT,1.0,True,McLaren,0 days 00:15:19.900000,2022-11-19 14:04:49.052,1,,False,,False,False
110,0 days 00:18:41.251000,NOR,4,85.582,2.0,1.0,,,0 days 00:00:17.540000,0 days 00:00:36.862000,0 days 00:00:31.180000,0 days 00:17:33.209000,0 days 00:18:10.071000,0 days 00:18:41.251000,283.0,314.0,215.0,317.0,True,SOFT,2.0,True,McLaren,0 days 00:17:15.669000,2022-11-19 14:06:44.821,1,,False,,False,True
111,0 days 00:20:42.041000,NOR,4,120.79,3.0,1.0,,0 days 00:20:40.962000,0 days 00:00:21.630000,0 days 00:00:50.711000,0 days 00:00:48.449000,0 days 00:19:02.881000,0 days 00:19:53.592000,0 days 00:20:42.041000,188.0,118.0,,113.0,False,SOFT,3.0,True,McLaren,0 days 00:18:41.251000,2022-11-19 14:08:10.403,2,,False,,False,False
112,0 days 00:27:44.283000,NOR,4,,4.0,2.0,0 days 00:24:57.590000,,,0 days 00:00:47.505000,0 days 00:01:22.740000,,0 days 00:26:21.585000,0 days 00:27:44.470000,244.0,278.0,220.0,228.0,False,SOFT,4.0,False,McLaren,0 days 00:20:42.041000,2022-11-19 14:10:11.193,1,,False,,False,False
113,0 days 00:29:09.670000,NOR,4,85.387,5.0,2.0,,,0 days 00:00:17.614000,0 days 00:00:36.738000,0 days 00:00:31.035000,0 days 00:28:01.897000,0 days 00:28:38.635000,0 days 00:29:09.670000,286.0,315.0,216.0,317.0,True,SOFT,5.0,False,McLaren,0 days 00:27:44.283000,2022-11-19 14:17:13.435,1,,False,,False,True
114,0 days 00:30:58.251000,NOR,4,108.581,6.0,2.0,,0 days 00:30:57.186000,0 days 00:00:20.844000,0 days 00:00:47.107000,0 days 00:00:40.630000,0 days 00:29:30.514000,0 days 00:30:17.621000,0 days 00:30:58.251000,229.0,197.0,,185.0,False,SOFT,6.0,False,McLaren,0 days 00:29:09.670000,2022-11-19 14:18:38.822,1,,False,,False,False
115,0 days 00:40:41.515000,NOR,4,,7.0,3.0,0 days 00:38:37.601000,,,0 days 00:00:45.806000,0 days 00:00:56.825000,,0 days 00:39:44.727000,0 days 00:40:41.515000,257.0,279.0,218.0,265.0,False,SOFT,1.0,True,McLaren,0 days 00:30:58.251000,2022-11-19 14:20:27.403,1,,False,,False,False
116,0 days 00:42:06.644000,NOR,4,85.129,8.0,3.0,,,0 days 00:00:17.433000,0 days 00:00:36.705000,0 days 00:00:30.991000,0 days 00:40:58.948000,0 days 00:41:35.653000,0 days 00:42:06.644000,285.0,318.0,216.0,321.0,True,SOFT,2.0,True,McLaren,0 days 00:40:41.515000,2022-11-19 14:30:10.667,1,,False,,False,True
117,0 days 00:43:52.340000,NOR,4,105.696,9.0,3.0,,0 days 00:43:51.223000,0 days 00:00:20.639000,0 days 00:00:43.549000,0 days 00:00:41.508000,0 days 00:42:27.283000,0 days 00:43:10.832000,0 days 00:43:52.340000,241.0,220.0,,216.0,False,SOFT,3.0,True,McLaren,0 days 00:42:06.644000,2022-11-19 14:31:35.796,1,,False,,False,False
118,0 days 00:49:21.413000,NOR,4,,10.0,4.0,0 days 00:47:24.090000,,,0 days 00:00:53.512000,0 days 00:00:40.557000,,0 days 00:48:40.892000,0 days 00:49:21.577000,195.0,239.0,223.0,246.0,False,SOFT,1.0,True,McLaren,0 days 00:43:52.340000,2022-11-19 14:33:21.492,1,,False,,False,False
119,0 days 00:50:46.316000,NOR,4,84.903,11.0,4.0,,,0 days 00:00:17.389000,0 days 00:00:36.484000,0 days 00:00:31.030000,0 days 00:49:38.802000,0 days 00:50:15.286000,0 days 00:50:46.316000,286.0,319.0,217.0,322.0,True,SOFT,2.0,True,McLaren,0 days 00:49:21.413000,2022-11-19 14:38:50.565,1,,False,,False,True
120,0 days 00:52:34.996000,NOR,4,108.68,12.0,4.0,,0 days 00:52:33.873000,0 days 00:00:21.145000,0 days 00:00:45.868000,0 days 00:00:41.667000,0 days 00:51:07.461000,0 days 00:51:53.329000,0 days 00:52:34.996000,224.0,214.0,,200.0,False,SOFT,3.0,True,McLaren,0 days 00:50:46.316000,2022-11-19 14:40:15.468,1,,False,,False,False
121,0 days 01:01:09.809000,NOR,4,,13.0,5.0,0 days 00:59:18.952000,,,0 days 00:00:44.774000,0 days 00:00:45.238000,,0 days 01:00:24.580000,0 days 01:01:09.809000,255.0,263.0,224.0,223.0,False,SOFT,4.0,False,McLaren,0 days 00:52:34.996000,2022-11-19 14:42:04.148,1,,False,,False,False
122,0 days 01:02:51.257000,NOR,4,101.448,14.0,5.0,,0 days 01:02:50.126000,0 days 00:00:17.472000,0 days 00:00:45.184000,0 days 00:00:38.792000,0 days 01:01:27.281000,0 days 01:02:12.465000,0 days 01:02:51.257000,286.0,227.0,,222.0,False,SOFT,5.0,False,McLaren,0 days 01:01:09.809000,2022-11-19 14:50:38.961,1,,False,,False,False
123,0 days 01:08:49.003000,NOR,4,,15.0,6.0,0 days 01:06:33.182000,,,0 days 00:00:54.239000,0 days 00:00:57.994000,,0 days 01:07:51.089000,0 days 01:08:49.157000,246.0,126.0,224.0,207.0,False,SOFT,1.0,True,McLaren,0 days 01:02:51.257000,2022-11-19 14:52:20.409,1,,False,,False,False
124,0 days 01:10:13.772000,NOR,4,84.769,16.0,6.0,,,0 days 00:00:17.421000,0 days 00:00:36.498000,0 days 00:00:30.850000,0 days 01:09:06.424000,0 days 01:09:42.922000,0 days 01:10:13.772000,286.0,319.0,217.0,321.0,True,SOFT,2.0,True,McLaren,0 days 01:08:49.003000,2022-11-19 14:58:18.155,1,,False,,False,True
125,0 days 01:12:07.751000,NOR,4,113.979,17.0,6.0,,0 days 01:12:05.813000,0 days 00:00:20.486000,0 days 00:00:49.888000,0 days 00:00:43.605000,0 days 01:10:34.258000,0 days 01:11:24.146000,0 days 01:12:07.751000,222.0,192.0,,189.0,False,SOFT,3.0,True,McLaren,0 days 01:10:13.772000,2022-11-19 14:59:42.924,1,,False,,False,False
126,0 days 00:18:13.387000,OCO,31,,1.0,1.0,0 days 00:16:20.280000,,,0 days 00:00:44.363000,0 days 00:00:45.120000,,0 days 00:17:28.281000,0 days 00:18:13.403000,238.0,133.0,222.0,300.0,False,SOFT,1.0,True,Alpine,0 days 00:16:20.280000,2022-11-19 14:05:49.432,1,,False,,False,False
127,0 days 00:19:39.122000,OCO,31,85.735,2.0,1.0,,,0 days 00:00:17.650000,0 days 00:00:36.882000,0 days 00:00:31.203000,0 days 00:18:31.037000,0 days 00:19:07.919000,0 days 00:19:39.122000,289.0,317.0,219.0,323.0,True,SOFT,2.0,True,Alpine,0 days 00:18:13.387000,2022-11-19 14:07:42.539,2,,False,,False,True
128,0 days 00:21:35.448000,OCO,31,116.326,3.0,1.0,,0 days 00:21:34.329000,0 days 00:00:23.982000,0 days 00:00:49.308000,0 days 00:00:43.036000,0 days 00:20:03.104000,0 days 00:20:52.412000,0 days 00:21:35.448000,204.0,201.0,,232.0,False,SOFT,3.0,True,Alpine,0 days 00:19:39.122000,2022-11-19 14:09:08.274,1,,False,,False,False
129,0 days 00:28:16.802000,OCO,31,,4.0,2.0,0 days 00:25:45.907000,,,0 days 00:00:43.090000,0 days 00:01:24.548000,,0 days 00:26:52.254000,0 days 00:28:16.944000,244.0,262.0,215.0,303.0,False,SOFT,1.0,True,Alpine,0 days 00:21:35.448000,2022-11-19 14:11:04.600,1,,False,,False,False
130,0 days 00:29:56.461000,OCO,31,99.659,5.0,2.0,,0 days 00:29:55.307000,0 days 00:00:17.655000,0 days 00:00:36.677000,0 days 00:00:45.327000,0 days 00:28:34.457000,0 days 00:29:11.134000,0 days 00:29:56.461000,291.0,321.0,,323.0,False,SOFT,2.0,True,Alpine,0 days 00:28:16.802000,2022-11-19 14:17:45.954,1,,False,,False,False
131,0 days 00:40:06.241000,OCO,31,,6.0,3.0,0 days 00:38:01.839000,,,0 days 00:00:44.579000,0 days 00:00:46.628000,,0 days 00:39:19.674000,0 days 00:40:06.262000,240.0,247.0,222.0,295.0,False,SOFT,3.0,False,Alpine,0 days 00:29:56.461000,2022-11-19 14:19:25.613,1,,False,,False,False
132,0 days 00:41:31.752000,OCO,31,85.511,7.0,3.0,,,0 days 00:00:17.592000,0 days 00:00:36.830000,0 days 00:00:31.089000,0 days 00:40:23.833000,0 days 00:41:00.663000,0 days 00:41:31.752000,289.0,318.0,218.0,323.0,True,SOFT,4.0,False,Alpine,0 days 00:40:06.241000,2022-11-19 14:29:35.393,1,,False,,False,True
133,0 days 00:43:24.800000,OCO,31,113.048,8.0,3.0,,0 days 00:43:23.702000,0 days 00:00:20.965000,0 days 00:00:48.022000,0 days 00:00:44.061000,0 days 00:41:52.717000,0 days 00:42:40.739000,0 days 00:43:24.800000,235.0,188.0,,218.0,False,SOFT,5.0,False,Alpine,0 days 00:41:31.752000,2022-11-19 14:31:00.904,1,,False,,False,False
134,0 days 00:48:47.611000,OCO,31,,9.0,4.0,0 days 00:46:29.810000,,,0 days 00:00:42.239000,0 days 00:00:59.584000,,0 days 00:47:48.032000,0 days 00:48:47.769000,248.0,275.0,222.0,307.0,False,SOFT,1.0,True,Alpine,0 days 00:43:24.800000,2022-11-19 14:32:53.952,1,,False,,False,False
